Date,Open,High,Low,Close,Adj Close,Volume
2021-09-09,0.129081,0.132481,0.126232,0.130959,0.130959,161569
2021-09-10,0.130970,0.137542,0.128439,0.130571,0.130571,159084
2021-09-11,0.130544,0.142642,0.130030,0.136619,0.136619,151536
2021-09-12,0.136655,0.139821,0.130212,0.135765,0.135765,170012
2021-09-13,0.135725,0.136412,0.122076,0.129389,0.129389,160643
2021-09-14,0.129375,0.149100,0.127397,0.139995,0.139995,161460
2021-09-15,0.140049,0.150580,0.135510,0.140813,0.140813,164702
2021-09-16,0.140839,0.154966,0.138312,0.149604,0.149604,250506
2021-09-17,0.149659,0.154356,0.141858,0.144428,0.144428,194071
2021-09-18,0.144417,0.154506,0.142776,0.150084,0.150084,195672
2021-09-19,0.150137,0.154200,0.144719,0.146664,0.146664,149134
2021-09-20,0.146412,0.148545,0.126190,0.129698,0.129698,184795
2021-09-21,0.129570,0.138451,0.119298,0.123999,0.123999,165962
2021-09-22,0.124156,0.128592,0.118621,0.127740,0.127740,196207
2021-09-23,0.127752,0.135879,0.124666,0.130014,0.130014,184844
2021-09-24,0.129987,0.132555,0.113876,0.121688,0.121688,166951
2021-09-25,0.121741,0.125697,0.116924,0.121829,0.121829,126863
2021-09-26,0.121799,0.121799,0.111852,0.117744,0.117744,110056
2021-09-27,0.117729,0.121778,0.115629,0.115697,0.115697,105638
2021-09-28,0.115706,0.120484,0.109849,0.110574,0.110574,103591
2021-09-29,0.110627,0.119613,0.110473,0.115389,0.115389,113607
2021-09-30,0.115416,0.121218,0.113766,0.120761,0.120761,130050
2021-10-01,0.120794,0.128584,0.119450,0.125843,0.125843,143337
2021-10-02,0.125818,0.126806,0.121602,0.123542,0.123542,119510
2021-10-03,0.123547,0.125805,0.120692,0.121885,0.121885,128879
2021-10-04,0.121883,0.122865,0.115556,0.117265,0.117265,183354
2021-10-05,0.117278,0.125740,0.117278,0.122032,0.122032,162446
2021-10-06,0.122060,0.126846,0.116104,0.123138,0.123138,128866
2021-10-07,0.123125,0.124574,0.116510,0.118145,0.118145,130192
2021-10-08,0.118151,0.119393,0.115886,0.116961,0.116961,120075
2021-10-09,0.116988,0.121802,0.115218,0.115963,0.115963,95188
2021-10-10,0.115988,0.118227,0.108437,0.109342,0.109342,82582
2021-10-11,0.109228,0.118625,0.102028,0.106387,0.106387,100229
2021-10-12,0.106335,0.112351,0.097019,0.108417,0.108417,143215
2021-10-13,0.108497,0.109630,0.101539,0.103874,0.103874,197751
2021-10-14,0.103888,0.108158,0.099845,0.099891,0.099891,153079
2021-10-15,0.099886,0.106667,0.099682,0.105467,0.105467,110748
2021-10-16,0.105414,0.105867,0.099752,0.103278,0.103278,85260
2021-10-17,0.103226,0.103226,0.094695,0.097349,0.097349,95731
2021-10-18,0.097329,0.100530,0.093203,0.100103,0.100103,100386
2021-10-19,0.100126,0.101782,0.092519,0.096997,0.096997,227212
2021-10-20,0.097015,0.103887,0.094487,0.101565,0.101565,141381
2021-10-21,0.101595,0.107051,0.098180,0.100745,0.100745,153411
2021-10-22,0.100686,0.103688,0.097433,0.099781,0.099781,99789
2021-10-23,0.099763,0.101297,0.096936,0.097707,0.097707,126385
2021-10-24,0.097706,0.099303,0.094566,0.096369,0.096369,116193
2021-10-25,0.096355,0.105298,0.096312,0.103675,0.103675,128140
2021-10-26,0.103682,0.123435,0.096913,0.111446,0.111446,200965
2021-10-27,0.111430,0.111670,0.086198,0.094877,0.094877,241043
2021-10-28,0.094843,0.108257,0.092106,0.104885,0.104885,198189
2021-10-29,0.104884,0.115237,0.098758,0.102456,0.102456,157440
2021-10-30,0.102428,0.103927,0.097315,0.100415,0.100415,176064
2021-10-31,0.100539,0.102307,0.093339,0.101163,0.101163,185950
2021-11-01,0.101178,0.107093,0.094716,0.106084,0.106084,180286
2021-11-02,0.106100,0.111710,0.101956,0.105497,0.105497,187312
2021-11-03,0.105588,0.110990,0.103520,0.110238,0.110238,148702
2021-11-04,0.110276,0.110276,0.101915,0.107113,0.107113,175421
2021-11-05,0.107004,0.130371,0.102959,0.120231,0.120231,288530
2021-11-06,0.120268,0.125100,0.117553,0.121955,0.121955,223579
2021-11-07,0.121947,0.145012,0.120655,0.141773,0.141773,186360
2021-11-08,0.141851,0.158415,0.138529,0.145178,0.145178,259221
2021-11-09,0.145180,0.166792,0.143334,0.153243,0.153243,238846
2021-11-10,0.153293,0.174480,0.150290,0.168202,0.168202,161043
2021-11-11,0.168391,0.179277,0.161531,0.170722,0.170722,264634
2021-11-12,0.170914,0.173330,0.162534,0.167073,0.167073,242018
2021-11-13,0.167022,0.172743,0.158786,0.167064,0.167064,285716
2021-11-14,0.167052,0.180624,0.158779,0.180508,0.180508,270141
2021-11-15,0.180503,0.182814,0.161934,0.162993,0.162993,289486
2021-11-16,0.162750,0.169571,0.158259,0.161209,0.161209,288500
2021-11-17,0.161119,0.170389,0.153687,0.164109,0.164109,250809
2021-11-18,0.164125,0.166606,0.148095,0.148449,0.148449,242190
2021-11-19,0.148585,0.158536,0.145865,0.150761,0.150761,221653
2021-11-20,0.150744,0.158245,0.143295,0.150013,0.150013,228140
2021-11-21,0.149934,0.151421,0.143831,0.144099,0.144099,214290
2021-11-22,0.144145,0.150090,0.136996,0.140376,0.140376,208261
2021-11-23,0.140297,0.147053,0.138048,0.140984,0.140984,205488
2021-11-24,0.140921,0.145103,0.133918,0.138258,0.138258,150386
2021-11-25,0.143908,0.163305,0.141430,0.145365,0.145365,129902
2021-11-26,0.159275,0.162230,0.136220,0.137012,0.137012,218587
2021-11-27,0.137174,0.144335,0.136231,0.138892,0.138892,199694
2021-11-28,0.139154,0.145246,0.133288,0.145010,0.145010,206303
2021-11-29,0.145064,0.149253,0.138460,0.143819,0.143819,158257
2021-11-30,0.143881,0.146204,0.138157,0.141980,0.141980,123915
2021-12-01,0.141842,0.148905,0.137600,0.143720,0.143720,183673
2021-12-02,0.143720,0.147620,0.139865,0.145367,0.145367,174625
2021-12-03,0.145280,0.149718,0.131356,0.135216,0.135216,173651
2021-12-04,0.135191,0.138481,0.112892,0.126746,0.126746,107286
2021-12-05,0.126784,0.128752,0.119103,0.124666,0.124666,158003
2021-12-06,0.124740,0.133162,0.118356,0.130011,0.130011,239788
2021-12-07,0.129988,0.136361,0.125658,0.132412,0.132412,166726
2021-12-08,0.132334,0.132728,0.123392,0.131441,0.131441,166991
2021-12-09,0.131341,0.131341,0.120917,0.122934,0.122934,125852
2021-12-10,0.122776,0.126605,0.116062,0.116543,0.116543,151384
2021-12-11,0.116451,0.126332,0.115258,0.122700,0.122700,206626
2021-12-12,0.122572,0.126565,0.118332,0.124980,0.124980,144672
2021-12-13,0.125022,0.125022,0.113884,0.114646,0.114646,161538
2021-12-14,0.114707,0.122681,0.112050,0.122094,0.122094,167864
2021-12-15,0.122035,0.123798,0.113607,0.123770,0.123770,176739
2021-12-16,0.123724,0.125454,0.116281,0.116659,0.116659,156758
2021-12-17,0.116758,0.120506,0.114478,0.115223,0.115223,134572
2021-12-18,0.115060,0.119639,0.112309,0.117144,0.117144,145055
2021-12-19,0.117157,0.120727,0.113374,0.114408,0.114408,162717
2021-12-20,0.114404,0.127792,0.109203,0.124943,0.124943,279988
2021-12-21,0.124868,0.125044,0.119630,0.123143,0.123143,388770
2021-12-22,0.123225,0.132092,0.121549,0.129120,0.129120,383628
2021-12-23,0.129148,0.131338,0.123589,0.127005,0.127005,454862
2021-12-24,0.127001,0.129969,0.124119,0.124774,0.124774,321517
2021-12-25,0.124651,0.126131,0.122067,0.123719,0.123719,291814
2021-12-26,0.123599,0.125149,0.118788,0.124579,0.124579,329041
2021-12-27,0.124584,0.131920,0.121337,0.129716,0.129716,407267
2021-12-28,0.129494,0.129759,0.118395,0.122558,0.122558,524022
2021-12-29,0.122371,0.122963,0.114869,0.116641,0.116641,488476
2021-12-30,0.116748,0.121538,0.114177,0.117279,0.117279,529472
2021-12-31,0.117245,0.119037,0.113035,0.113121,0.113121,536465
2022-01-01,0.113121,0.116684,0.112024,0.114321,0.114321,445584
2022-01-02,0.114321,0.114788,0.111327,0.113054,0.113054,277678
2022-01-03,0.113054,0.113844,0.108662,0.109236,0.109236,83939
2022-01-04,0.109236,0.113620,0.107675,0.110288,0.110288,79492
2022-01-05,0.110288,0.114054,0.104698,0.104968,0.104968,84670
2022-01-06,0.104968,0.107372,0.101810,0.104755,0.104755,355369
2022-01-07,0.104755,0.105865,0.098036,0.101250,0.101250,467810
2022-01-08,0.101250,0.104973,0.096877,0.099060,0.099060,296862
2022-01-09,0.099060,0.102041,0.097516,0.101034,0.101034,307558
2022-01-10,0.101034,0.102472,0.094724,0.099697,0.099697,251132
2022-01-11,0.099697,0.105710,0.099096,0.103365,0.103365,206293
2022-01-12,0.103365,0.109174,0.100057,0.107622,0.107622,168306
2022-01-13,0.107622,0.108651,0.102762,0.104050,0.104050,387222
2022-01-14,0.104050,0.106481,0.100876,0.105665,0.105665,400698
2022-01-15,0.105665,0.106656,0.101276,0.104617,0.104617,435892
2022-01-16,0.104617,0.106192,0.102502,0.104936,0.104936,421910
2022-01-17,0.104936,0.105530,0.101297,0.102172,0.102172,406683
2022-01-18,0.102172,0.105632,0.100144,0.105083,0.105083,449248
2022-01-19,0.105079,0.107340,0.099458,0.100434,0.100434,351948
2022-01-20,0.100433,0.104439,0.096626,0.097451,0.097451,368620
2022-01-21,0.097491,0.098350,0.082889,0.087077,0.087077,274762
2022-01-22,0.087105,0.087498,0.076172,0.077885,0.077885,267007
2022-01-23,0.077913,0.085200,0.077169,0.080910,0.080910,394868
2022-01-24,0.080908,0.081720,0.073739,0.080870,0.080870,395255
2022-01-25,0.080871,0.084131,0.077176,0.080629,0.080629,284816
2022-01-26,0.080623,0.084364,0.077414,0.078965,0.078965,235304
2022-01-27,0.078948,0.081463,0.075586,0.081449,0.081449,246260
2022-01-28,0.081449,0.083334,0.079077,0.083021,0.083021,117399
2022-01-29,0.083021,0.086185,0.082441,0.084715,0.084715,117539
2022-01-30,0.084715,0.085945,0.080994,0.083146,0.083146,109967
2022-01-31,0.083146,0.083205,0.078528,0.081419,0.081419,157240
2022-02-01,0.081419,0.085588,0.081330,0.084601,0.084601,149344
2022-02-02,0.084601,0.087298,0.081559,0.082081,0.082081,130836
2022-02-03,0.082081,0.089960,0.082081,0.088527,0.088527,141869
2022-02-04,0.088531,0.090840,0.084359,0.084359,0.084359,156317
