Date,Close,Adj Close
2021-08-13,0.119943,0.119943
2021-08-14,0.119571,0.119571
2021-08-15,0.11824,0.11824
2021-08-16,0.114925,0.114925
2021-08-17,0.109064,0.109064
2021-08-18,0.109007,0.109007
2021-08-19,0.115083,0.115083
2021-08-20,0.120087,0.120087
2021-08-21,0.125415,0.125415
2021-08-22,0.124337,0.124337
2021-08-23,0.127944,0.127944
2021-08-24,0.120966,0.120966
2021-08-25,0.143493,0.143493
2021-08-26,0.135359,0.135359
2021-08-27,0.150245,0.150245
2021-08-28,0.144952,0.144952
2021-08-29,0.132896,0.132896
2021-08-30,0.132026,0.132026
2021-08-31,0.127748,0.127748
2021-09-01,0.134125,0.134125
2021-09-02,0.133391,0.133391
2021-09-03,0.133521,0.133521
2021-09-04,0.141018,0.141018
2021-09-05,0.136323,0.136323
2021-09-06,0.14385,0.14385
2021-09-07,0.132496,0.132496
2021-09-08,0.129217,0.129217
2021-09-09,0.130959,0.130959
2021-09-10,0.130571,0.130571
2021-09-11,0.136619,0.136619
2021-09-12,0.135765,0.135765
2021-09-13,0.129389,0.129389
2021-09-14,0.139995,0.139995
2021-09-15,0.140813,0.140813
2021-09-16,0.149604,0.149604
2021-09-17,0.144428,0.144428
2021-09-18,0.150084,0.150084
2021-09-19,0.146664,0.146664
2021-09-20,0.129698,0.129698
2021-09-21,0.123999,0.123999
2021-09-22,0.12774,0.12774
2021-09-23,0.130014,0.130014
2021-09-24,0.121688,0.121688
2021-09-25,0.121829,0.121829
2021-09-26,0.117744,0.117744
2021-09-27,0.115697,0.115697
2021-09-28,0.110574,0.110574
2021-09-29,0.115389,0.115389
2021-09-30,0.120761,0.120761
2021-10-01,0.125843,0.125843
2021-10-02,0.123542,0.123542
2021-10-03,0.121885,0.121885
2021-10-04,0.117265,0.117265
2021-10-05,0.122032,0.122032
2021-10-06,0.123138,0.123138
2021-10-07,0.118145,0.118145
2021-10-08,0.116961,0.116961
2021-10-09,0.115963,0.115963
2021-10-10,0.109342,0.109342
2021-10-11,0.106387,0.106387
2021-10-12,0.108417,0.108417
2021-10-13,0.103874,0.103874
2021-10-14,0.099891,0.099891
2021-10-15,0.105467,0.105467
2021-10-16,0.103278,0.103278
2021-10-17,0.097349,0.097349
2021-10-18,0.100103,0.100103
2021-10-19,0.096997,0.096997
2021-10-20,0.101565,0.101565
2021-10-21,0.100745,0.100745
2021-10-22,0.099781,0.099781
2021-10-23,0.097707,0.097707
2021-10-24,0.096369,0.096369
2021-10-25,0.103675,0.103675
2021-10-26,0.111446,0.111446
2021-10-27,0.094877,0.094877
2021-10-28,0.104885,0.104885
2021-10-29,0.102456,0.102456
2021-10-30,0.100415,0.100415
2021-10-31,0.101163,0.101163
2021-11-01,0.106084,0.106084
2021-11-02,0.105497,0.105497
2021-11-03,0.110238,0.110238
2021-11-04,0.107113,0.107113
2021-11-05,0.120231,0.120231
2021-11-06,0.121955,0.121955
2021-11-07,0.141773,0.141773
2021-11-08,0.145178,0.145178
2021-11-09,0.153243,0.153243
2021-11-10,0.168202,0.168202
2021-11-11,0.170722,0.170722
2021-11-12,0.167073,0.167073
2021-11-13,0.167064,0.167064
2021-11-14,0.180508,0.180508
2021-11-15,0.162993,0.162993
2021-11-16,0.161209,0.161209
2021-11-17,0.164109,0.164109
2021-11-18,0.148449,0.148449
2021-11-19,0.150761,0.150761
2021-11-20,0.150013,0.150013
2021-11-21,0.144099,0.144099
2021-11-22,0.140376,0.140376
2021-11-23,0.140984,0.140984
2021-11-24,0.138258,0.138258
2021-11-25,0.145365,0.145365
2021-11-26,0.137012,0.137012
2021-11-27,0.138892,0.138892
2021-11-28,0.14501,0.14501
2021-11-29,0.143819,0.143819
2021-11-30,0.14198,0.14198
2021-12-01,0.14372,0.14372
2021-12-02,0.145367,0.145367
2021-12-03,0.135216,0.135216
2021-12-04,0.126746,0.126746
2021-12-05,0.124666,0.124666
2021-12-06,0.130011,0.130011
2021-12-07,0.132412,0.132412
2021-12-08,0.131441,0.131441
2021-12-09,0.122934,0.122934
2021-12-10,0.116543,0.116543
2021-12-11,0.1227,0.1227
2021-12-12,0.12498,0.12498
2021-12-13,0.114646,0.114646
2021-12-14,0.122094,0.122094
2021-12-15,0.12377,0.12377
2021-12-16,0.116659,0.116659
2021-12-17,0.115223,0.115223
2021-12-18,0.117144,0.117144
2021-12-19,0.114408,0.114408
2021-12-20,0.124943,0.124943
2021-12-21,0.123143,0.123143
2021-12-22,0.12912,0.12912
2021-12-23,0.127005,0.127005
2021-12-24,0.124774,0.124774
2021-12-25,0.123719,0.123719
2021-12-26,0.124579,0.124579
2021-12-27,0.129716,0.129716
2021-12-28,0.122558,0.122558
2021-12-29,0.116641,0.116641
2021-12-30,0.117279,0.117279
2021-12-31,0.113121,0.113121
2022-01-01,0.114321,0.114321
2022-01-02,0.113054,0.113054
2022-01-03,0.109236,0.109236
2022-01-04,0.110288,0.110288
2022-01-05,0.104968,0.104968
2022-01-06,0.104755,0.104755
2022-01-07,0.10125,0.10125
2022-01-08,0.09906,0.09906
2022-01-09,0.101034,0.101034
2022-01-10,0.099697,0.099697
2022-01-11,0.103365,0.103365
2022-01-12,0.107622,0.107622
2022-01-13,0.10405,0.10405
2022-01-14,0.105665,0.105665
2022-01-15,0.104617,0.104617
2022-01-16,0.104936,0.104936
2022-01-17,0.102172,0.102172
2022-01-18,0.105083,0.105083
2022-01-19,0.100434,0.100434
2022-01-20,0.097451,0.097451
2022-01-21,0.087077,0.087077
2022-01-22,0.077885,0.077885
2022-01-23,0.08091,0.08091
2022-01-24,0.08087,0.08087
2022-01-25,0.080629,0.080629
2022-01-26,0.078965,0.078965
2022-01-27,0.081449,0.081449
2022-01-28,0.083021,0.083021
2022-01-29,0.084715,0.084715
2022-01-30,0.083146,0.083146
2022-01-31,0.081419,0.081419
2022-02-01,0.084601,0.084601
2022-02-02,0.082081,0.082081
2022-02-03,0.088527,0.088527
2022-02-04,0.084359,0.084359
